Income_2019,Income_2020,Percent_Change_2020,Per_Capita_Exp_ESRD,Avg_Risk_Score_ESRD,Person_Years_ESRD,Per_Capita_Exp_DIS,Avg_Risk_Score_DIS,Person_Years_DIS,Per_Capita_Exp_AGDU,Avg_Risk_Score_AGDU,Person_Years_AGDU,Per_Capita_Exp_AGND,Avg_Risk_Score_AGND,Person_Years_AGND
"39,550","43,572",10.2,78101.1,0.93701,11.75,10731.03,0.89339,112.5,15084.15,0.82303,30.75,11725.62,1.0481,668.33
"53,252","58,005",8.9,75097.92,0.96058,37.67,11980.95,0.99704,631.5,22581.73,1.05264,144,11738.17,0.97108,2836.17
"46,566","53,803",15.5,*,*,*,13287.26,1.01047,205.5,23253.23,1.14078,16.17,11645.87,0.91732,1308.67
"50,080","55,881",11.6,90113.05,0.98154,393.08,11778.71,1.06646,7355.5,16169.44,1.02811,1929.42,10826.67,1.02289,23824.67
"54,587","58,217",6.6,*,*,*,8896.63,0.76405,50.42,*,*,*,11295.27,1.03071,285.33
"49,604","57,090",15.1,83527.56,0.89811,11.5,9702,0.96377,165,23442.65,1.05045,54.83,13732.42,1.02772,1289.75
"52,951","60,667",14.6,102737.46,0.97599,10.67,11202.18,0.89091,246.42,27200.28,1.02601,70.17,12058.41,0.97347,1531.67
"47,453","56,369",18.8,75576.33,1.04909,19.83,9131.3,0.99302,634.67,11153.72,0.97279,142.83,8674.43,0.98999,2330.67
"45,230","48,412",7.0,*,*,*,9557.03,0.91724,116.67,24831.26,1.01471,29,10612.27,1.01281,649.17
"48,827","56,690",16.1,96935.85,1.12065,14.67,11803.36,0.88263,226.5,17516.55,0.9429,28.83,11908.05,1.02375,1110.58
"47,177","54,279",15.1,93335.51,1.09254,94.75,11327.37,0.99272,3576,18419.83,1.07155,554.17,10310.08,1.01827,8977.33
"48,188","51,537",6.9,88416.82,0.94245,56.33,11324.34,1.0581,897.5,18286.44,1.0474,250.17,11730.8,1.06602,5423.58
"62,909","65,602",4.3,98386.47,1.11441,37.58,13793.21,1.04721,1032.33,22972.03,1.18994,119.42,11516.67,1.11707,3619.75
"49,291","52,201",5.9,*,*,*,12963.93,1.04913,172.75,23454.31,1.01955,24.17,12817.56,1.05631,699.67
"47,861","53,512",11.8,82817.41,1.05371,70.83,12909.63,0.97696,1799.17,19647.3,1.0545,287.42,11500.68,1.05305,9112.83
"48,925","53,151",8.6,86111.55,1.09237,22.92,10535.02,0.99593,532,16905.99,1.03748,131,10971.71,1.04064,2338
"46,534","50,483",8.5,*,*,*,10669.59,0.75605,85.17,40384.53,0.9833,21.83,13094.94,0.9915,523.08
"47,917","56,612",18.1,*,*,*,13106.23,0.78679,173.58,16051.18,0.88215,36.83,12560.43,0.90993,972.58
"46,446","53,559",15.3,88031.22,0.97438,20.25,10563.34,0.88263,455.42,22313.29,0.98982,94.83,12182.79,0.99318,1817.92
"42,688","43,743",2.5,*,*,*,13830.24,1.12955,63.33,17358.36,0.97897,16,12157.15,0.95333,298.08
"49,390","68,763",39.2,99902.46,1.09812,13.67,11349.97,0.90303,241.75,19742.67,1.1177,43.25,11969.85,1.04372,1565.25
"50,078","55,622",11.1,79170.17,0.98923,12.83,11265.33,0.944,330.25,14282.53,0.89556,92.67,11467.66,1.00848,1322.5
"39,290","43,488",10.7,101627.87,1.09422,17.58,12053.21,0.93314,254.75,18347.41,1.19098,65.83,10744.1,1.02063,1298.25
"41,646","47,174",13.3,*,*,*,15914.39,0.99896,142.25,21125.09,0.97242,33.25,13749.11,1.04822,836.17
"44,416","50,842",14.5,*,*,*,15408.59,1.13464,113.67,14045.2,0.98191,12.17,11387.95,1.11976,471.08
"48,502","58,334",20.3,69768.25,0.95702,24.58,10062.84,1.02612,687.58,15331.35,1.09898,177,9545.56,1.01274,3378.83
"49,315","53,431",8.3,84789.04,1.05822,55.17,11450.56,1.00862,1225.42,23311.42,1.15802,199.67,12281.44,1.07454,5682.75
"52,363","55,217",5.5,95018.16,0.8719,10.58,11659,0.95474,136.58,31513.97,0.82602,17.08,12708.7,1.00629,725.33
"54,679","60,552",10.7,88127.47,0.98519,84.67,11149.11,1.0258,895.33,19237.83,0.88316,916.33,10173.57,0.95264,3097.58
"36,413","39,621",8.8,75418,1.02348,39.83,11038.32,1.03585,1617.08,19351.8,1.10066,751.33,11034.25,1.13545,4282
"38,576","41,396",7.3,70753.09,0.97044,21.33,10339.95,0.85481,370.25,16629.44,0.80503,339.75,10007.9,0.90618,1339.75
"33,523","35,618",6.2,77824.72,0.97046,46,10130.48,1.02262,472.5,17518.53,0.98712,431.92,10558.4,1.045,1701.75
"35,013","39,450",12.7,103777.34,0.90668,15.25,9460.05,0.86352,298.5,20917.91,0.97721,195.83,9353.21,0.99602,722
"34,858","37,877",8.7,79442.07,0.97168,108.08,12968.4,1.01112,1052.75,21856.12,0.96721,907.33,10743.51,0.91384,2635.17
"37,303","41,211",10.5,66516.64,0.90401,34.83,9164.84,0.87718,571.42,16649.68,0.92259,413.08,9040.55,0.90728,1623.58
"35,831","40,299",12.5,93255.65,0.95015,19.67,8200.06,0.84956,288.67,19975.43,0.92514,229.08,10043.8,0.90937,1266
"37,776","41,232",9.1,77815.99,0.98933,37.25,8787,0.87456,721.08,16279.42,0.87943,461.33,8520.53,0.97378,1810.83
"36,094","39,510",9.5,62653.24,0.89336,10.25,11238.89,0.85318,291.33,21492.37,0.86403,218.17,10975.14,0.88518,835.92
"34,454","37,992",10.3,99116.38,0.94826,17.67,10627.57,0.89745,277.33,31458.39,1.07568,203.75,10624.07,0.88958,598.42
"31,375","34,891",11.2,83304.69,0.91994,39.92,12407.73,0.89602,449.33,21783.69,0.92094,325.67,10987.07,0.93442,1749
"38,328","41,601",8.5,63789.74,0.83559,56.92,10162.97,0.88839,713.92,15849.68,0.89789,436.58,9563.6,0.97198,1963.75
"39,833","43,638",9.6,77131.3,0.99662,77.08,10819.05,1.01589,832.58,15643.09,0.89255,713.42,9726.35,0.97712,1517.25
"37,003","41,488",12.1,72481.22,0.8795,45.67,9899.51,0.89051,570.08,18895.7,0.89893,390.75,9747,0.92019,2075.83
"33,613","36,223",7.8,69560.09,0.95414,41.83,9775.2,0.95918,477.25,18715.34,0.99439,379.58,10012.69,1.04126,1661.25
"38,557","39,134",1.5,82325.42,0.98371,223.92,11340.5,1.0463,2056.33,21104.36,1.07545,814.58,10256.33,1.05517,13219.08
"44,019","47,078",6.9,72338.1,1.01822,146,12362.15,1.09119,1497,18034.2,1.05234,900.42,9402.16,1.01072,5650.83
"36,994","40,216",8.7,107998.63,1.05566,12.08,10275.2,0.85521,272.92,20287.27,0.86177,224.42,10604.27,0.89676,909.42
"35,908","38,685",7.7,65131.71,0.92968,29,8713.23,0.86254,536.25,15776.12,0.8947,240.08,9560.31,0.9597,1948.42
"34,072","38,208",12.1,68446.2,1.02232,14.5,12042.91,0.97937,354.67,19902.87,0.88304,292.42,9389.47,0.96182,1027.42
"28,265","30,485",7.9,68337.81,0.97479,52.17,11931.75,0.9742,704.25,19839.95,0.89687,489.17,11283.33,0.9136,2219.33
"35,452","38,553",8.7,80118.29,1.02069,51.83,12190.65,1.02204,699.83,18563.14,1.02501,373.08,10731.76,1.03601,3452.08
"38,155","41,867",9.7,89030.11,1.01796,223.25,12919.33,1.06181,3165.67,20413.65,1.01059,1660.33,11125,1.05093,14245.17
"38,492","42,037",9.2,77506.98,0.9468,584.58,12092.02,1.03019,3288.33,20121.85,0.99474,2175.17,9284.24,0.90845,13990.33
"40,535","44,415",9.6,75617.83,0.91433,79.58,10130.83,0.9622,589.42,15927.58,0.90465,623.33,9705.16,0.92365,1069.92
"29,433","33,280",13.1,70453.61,0.92034,40.17,9496.55,0.91019,351.83,12168.41,0.80815,335.58,9444.16,0.88872,589.83
"34,551","39,903",15.5,*,*,*,10220.83,0.72749,22.25,12194.3,0.72101,21.67,5924.2,0.72664,67.92
"24,805","32,026",29.1,65595.1,0.93274,25.92,10683.65,0.9629,788.58,20381,1.04776,424.17,10179.61,1.04191,2449.67
"35,790","39,016",9.0,71027.65,0.93674,184.08,10903.38,1.01426,2318.92,17680.51,1.00591,879.33,10131.6,1.0265,11277.33
"38,894","42,163",8.4,74242.63,0.89004,50.33,9628.14,0.92822,438.83,15377.19,0.96257,359.92,10268.75,1.01404,1583.25
"41,047","41,334",0.7,83322,0.9088,25.08,10065.58,0.88571,334.92,17213.75,0.87256,270.75,8467.22,0.93039,547.5
"33,929","37,139",9.5,57802.29,0.94793,35.42,11733.87,0.94285,356.58,19696.33,1.06492,277.92,9603.8,1.01939,1066
"29,943","32,452",8.4,70433.43,0.9262,112.75,11926.51,0.99781,1399.92,20652.24,1.04052,903.08,10102.21,1.03477,6245.42
"39,102","41,022",4.9,85504.49,0.94791,34.92,12236.22,0.90838,222.33,18680.47,0.85151,220.5,10179.38,0.88124,827.83
"32,026","36,166",12.9,78871.71,1.04938,62.67,10736.09,1.00543,793.92,18135.51,1.04425,423.08,9171.19,0.90725,4427.08
"43,373","45,615",5.2,69122.99,1.00099,47.17,11080.44,1.00952,744.42,17692.78,1.01787,453.5,9191.76,0.95781,4502.33
"41,585","44,325",6.6,82290.38,0.97387,113.58,11684.03,0.95393,1464.42,20575.3,0.95087,1142.83,10437.5,0.95289,7018.67
"40,424","44,001",8.8,74507.17,0.98936,23.67,12782.24,0.98426,422.42,21431.25,1.00697,254.42,12217.33,1.04349,1436.33
"36,191","37,809",4.5,83315.19,0.97608,55.75,12945.39,0.90303,478.83,22289.46,0.85973,421.08,11501.64,0.95912,1628.17
"34,110","34,488",1.1,69259.27,0.94461,122,10562.61,0.96295,2613.58,17531.11,0.9584,1341.67,9693.93,0.98419,8875.5
"44,363","48,080",8.4,78725.6,0.90467,110.67,8561.09,0.95845,1033.75,15789.01,0.94344,904.58,8725.94,0.89659,2088.5
"38,631","43,521",12.7,81111.78,0.94632,50.75,12138.95,0.97882,775.33,18079.63,0.93896,560.17,9834.66,0.98194,3302.58
"39,236","41,755",6.4,70041.71,0.93109,128.17,12508.94,1.0478,1368.5,16294.65,0.91506,959.75,9641.84,0.97627,4926.17
"40,592","44,039",8.5,74545.6,0.96789,141.83,11354.93,0.93829,1079.75,21680.42,0.92814,756.5,9746.41,0.88665,8878.17
"65,464","69,925",6.8,82131.7,0.97574,60.25,11294.98,1.11736,611.75,19805.58,1.07303,529.92,10521.86,1.03499,2252.17
"38,807","40,203",3.6,84642.73,1.04363,81.58,10978.53,0.98572,799.08,17932.6,0.93839,584.5,10270.72,1.04912,2811
"36,435","39,947",9.6,80563.15,0.96791,82.67,10359.95,0.89948,1290.5,18188.46,0.88144,821.92,10382.65,0.96887,4095.75
"37,602","40,976",9.0,80037.56,0.88153,24.42,13299.41,0.91892,387.17,16982.07,0.83713,315.92,10904.38,0.89772,1137.17
"35,009","38,639",10.4,70875.08,0.88749,98.5,12155.56,0.93212,639.5,19135.14,0.94631,539.25,10726.31,0.90312,2650.67
"37,989","39,519",4.0,65196.02,0.92165,58.33,10483.51,0.90697,566.75,23086.66,0.91248,434.42,10259.44,0.90451,2161.67
"35,654","36,925",3.6,71668.35,0.91281,55.5,8693.16,0.87871,533.67,14306.62,0.85063,459.75,8998.24,0.91856,936.5
"35,266","38,306",8.6,61642.87,0.88353,84.92,10980.38,0.93829,867.58,15882.96,0.84763,571.92,8814.65,0.86745,3450.17
"34,454","36,768",6.7,83068.44,0.9562,69.67,10330.88,0.9538,946,17211.11,0.95909,577.5,9805.34,0.98173,2844.67
"34,489","38,751",12.4,82166.57,0.96973,83.92,11443.07,1.03277,1185.92,17541.18,1.04657,725.92,9912.26,1.07407,5154.83
"38,224","40,667",6.4,84364.47,1.06183,21.92,12718.29,1.08464,371.58,19213.91,0.92031,266.08,11130.34,0.99355,1166.58
"34,208","37,403",9.3,79666.42,0.9802,81.58,13411.85,1.05284,948.67,16847.2,0.96043,777.92,10651.14,1.00751,2816.5
"31,391","34,320",9.3,80395.67,1.08316,39.67,10045.65,0.94023,1057.67,18345.01,0.91113,602.33,9287.82,0.94213,3026.42
"35,400","38,936",10.0,81485.18,1.03946,33,9955.05,1.0268,1053.08,16816.77,1.02562,601.67,10989.76,1.11921,2686.25
"32,094","34,953",8.9,69580.19,1.03404,37.5,9265.63,0.95176,240.33,16293.83,0.90525,220.67,10169.44,0.97113,541.58
"31,506","36,525",15.9,76841.52,0.93783,156.83,12281.92,1.01785,1982.67,22118.2,1.00797,1022.58,9866.33,0.90842,13095.5
"45,496","48,595",6.8,70889.69,0.96049,68.08,14105.64,0.97527,658.17,22077.33,0.92508,516.75,10804.59,0.91508,2026.67
"31,765","32,961",3.8,70599.02,0.84593,22.92,8271.94,0.83785,146.75,15744.32,0.84996,158,7603.68,0.87251,414.58
"36,950","44,102",19.4,65411.65,0.98013,45.67,9079.54,0.84732,821.67,23845.58,0.87334,392.83,10498.79,0.91944,2275.5
"38,405","40,004",4.2,69114.58,0.93108,29,10714.65,0.88364,347.08,20774.9,0.98784,298.83,11965.07,1.00378,1452.83
"39,661","40,309",1.6,87346.05,1.06514,8.67,11159.58,0.96069,398.92,18322.04,0.94744,237.75,10270.29,0.97452,1472.92
"34,653","37,262",7.5,72282.16,0.89402,94.33,12625.31,0.97877,914.25,19494.02,0.94586,800.17,10113.24,0.90618,1840.17
"29,664","33,938",14.4,83776.96,0.9033,30.92,9806.02,0.84118,510.08,18000.82,0.90866,431.83,10110.54,0.92296,930.17
"31,982","36,529",14.2,78484.79,1.02757,66.67,10851.53,1.03046,576.25,16747.57,1.11496,350.5,10127.8,1.06138,2395.83
"38,141","41,180",8.0,83417.43,0.94649,41.92,9302.62,0.89851,1046.08,20078.74,1.04447,544.17,9336.82,1.07334,2389.83
"38,433","42,300",10.1,79713.61,1.03847,20.42,10175.22,1.01205,803.08,18464.12,1.06616,439.58,10105.14,1.05549,2617.08
"35,811","38,796",8.3,85459.99,0.87141,38.67,11328.59,1.05705,254,17524.47,0.90292,211.5,8145.68,0.88427,471.83
"33,864","39,893",17.8,88361.5,1.0119,41.5,10593.05,0.95316,1007.92,17897.8,0.959,517.75,9771.94,0.97274,3096.58
"35,412","38,697",9.3,83351.44,1.00937,28.5,10665.35,0.98511,380.25,16504.09,0.91684,323.08,10171.5,1.02759,1287.33
"33,551","35,664",6.3,83165.74,0.968,89.42,12241.6,1.03391,905,21184.89,0.96756,482.42,9914.39,0.95028,4191.5
"41,184","44,905",9.0,77489.61,0.96143,31.25,10621.57,0.98026,515.25,16766.71,0.85586,319.83,9255.82,0.89758,1869.42
"37,296","38,401",3.0,71065.3,0.9667,11.67,10792.07,0.90861,504.42,16042.27,0.87866,310.58,10161.14,0.92867,1320.75
"39,308","42,236",7.4,79216.81,0.98103,23.33,9288.87,0.94259,304.17,16202.19,0.87564,321.17,9856.67,0.92199,665.5
"30,188","34,316",13.7,67815.54,0.94457,50.08,11000.43,0.90041,550.08,14242.08,0.83009,558.58,9778.06,0.88689,2231.67
"37,305","39,796",6.7,70304.74,0.88954,21.83,10982.85,0.93647,606.83,19705.29,0.93656,382.58,10636.76,0.95644,1694
"36,651","39,591",8.0,77457.31,0.92312,66.75,12077.63,1.02404,566.83,19656.47,0.92032,519.08,10376.9,0.90957,1911.5
"28,399","34,042",19.9,75516.41,1.0913,16.83,11421.57,1.06302,543.92,17471.06,1.11037,268.83,9759,0.96262,2477.08
"33,223","35,904",8.1,125556.13,0.97063,11,12529.69,0.94424,257.17,20541.67,1.09485,103.42,10978.56,1.02027,1958
"44,650","47,612",6.6,*,*,*,14885.32,0.9501,115.5,18476.16,0.86334,73.33,11016.87,0.84392,917.83
"44,786","49,644",10.8,96854.22,1.00376,34.92,10642.1,0.89687,457.83,25536.4,1.07522,151.42,9816.37,0.96394,2684.75
"37,613","41,328",9.9,69771.07,1.0481,27.17,10008.43,1.02475,626.75,17696.06,0.99789,261.33,8896.46,0.95392,2744.08
"36,511","38,718",6.0,63254.98,1.05656,14.5,12840.09,0.98252,250.33,20097.23,0.99681,120.5,11749.46,0.93739,1349
"35,273","40,842",15.8,100156.48,0.99394,17.25,15433.52,1.12255,325.25,28955.05,1.2045,140.42,12119.54,1.03853,1655.33
"40,670","44,537",9.5,82055.16,1.03497,18,9178.77,0.84447,571.67,20020.63,1.11429,226.33,9731.21,0.97917,2845.33
"38,951","40,715",4.5,81916.15,1.1278,9.75,9013.5,0.89634,416.25,16343.59,1.07549,178,8326.49,0.9334,1362.58
"38,100","41,916",10.0,79279.31,1.0256,81.92,10099.69,0.98155,2438.33,18900.98,1.11577,668,9163.73,0.93573,9657.5
"49,251","51,723",5.0,80507.38,1.00564,71.25,12849.65,1.13874,1739.83,23967.43,1.1869,534.42,11652.8,1.07721,9000.92
"40,780","43,594",6.9,74615.7,1.05672,50,9824.82,0.91945,1674.83,18150.89,1.06128,688.92,9033.44,0.98822,4303.08
"36,123","40,610",12.4,*,*,*,10462.69,0.91385,137.5,20122.65,1.1236,63.42,9320.89,1.00903,937.75
"39,967","42,976",7.5,68655.51,0.94227,28.83,9310.6,0.94147,736.67,22592.23,1.01986,191.42,9468.95,0.95271,3137.92
"40,115","43,671",8.9,80869.35,0.93426,27,9585.45,0.9021,802.25,18322.5,1.01126,255.58,8673.07,0.89913,6626
"42,487","46,149",8.6,75977.19,1.00321,84.33,9707.56,1.00869,1549,16379.24,1.11872,603.25,8042.58,0.91308,9131.33
"43,856","46,449",5.9,*,*,*,11690.62,0.82029,190.17,25506.62,1.07184,85.67,10734.53,0.92544,1185.17
"47,192","51,232",8.6,*,*,*,8169.18,0.93671,235.92,16347.51,1.03505,144.67,7908.64,0.88745,661.67
"38,969","42,787",9.8,86625.77,1.01239,58.75,12480.29,1.10048,1047.33,24307.85,1.12651,363.5,11036.16,1.01407,7182.83
"48,865","51,409",5.2,79514.74,0.93751,11.58,11076.29,0.98759,326.92,16885.98,0.98754,157.83,9598.25,0.92628,1360.17
"31,770","34,960",10.0,*,*,*,11642.15,1.08119,161.5,17849.87,1.08048,83,9878.49,0.94146,1079.92
"44,366","48,933",10.3,78993.57,0.95821,54.17,9479.59,0.97842,875.42,16283.35,1.05311,272.75,8603.74,0.97277,5310.17
"42,877","45,374",5.8,75749.71,0.93832,8.75,11712.59,1.08074,152.75,16175.52,1.15877,76.75,10094,1.065,847.75
"36,830","40,770",10.7,81429.96,0.99531,143.92,11652.72,1.00884,2543.17,21736.86,1.01574,829.42,10619.65,1.01141,17551.33
"49,328","52,450",6.3,103423.27,0.9395,13.92,13379.52,0.94304,279,28446.21,1.19648,100.08,10455.73,1.00175,1834.08
"42,840","46,082",7.6,77344.83,1.00433,22.42,11266.11,0.98257,1137.08,23003.12,1.20473,316.08,9618.15,0.99129,6075.25
"48,294","52,134",8.0,81637.15,1.02408,12.33,12591.82,0.99028,288.92,18459.66,0.93966,123.75,9045.99,0.92396,1534.83
"39,949","44,416",11.2,92499.94,0.98839,21.33,11088.41,1.14149,676.17,16806.42,1.18872,263.67,9916.5,1.10063,1773.17
"37,178","40,033",7.7,66063.11,0.99816,9.75,8847.43,0.91775,139.08,16858.06,1.14667,69.67,8644.61,0.96738,618.42
"35,396","38,902",9.9,81505.57,1.0464,17.17,8772.67,0.92726,338.92,20262.74,1.17072,146.17,9438.82,1.05254,1026.33
"34,321","36,355",5.9,*,*,*,12693.23,0.86235,132.42,20609.23,0.89908,70.33,10410.53,0.93886,960.17
"33,034","36,377",10.1,*,*,*,13267.02,0.9404,187.33,18541.89,1.0827,82.42,11115.82,1.02089,1096.17
"34,261","36,198",5.7,105480.86,1.05729,16.33,10768.2,1.02784,516.42,20114.14,1.08371,251.25,10109.82,1.03153,1847.42
"35,734","39,091",9.4,90240.7,1.04215,14.58,9258.35,0.87345,249.92,14634.81,1.04654,151,8593.83,0.96239,849.92
"32,368","35,738",10.4,90298.91,1.02435,42.58,10218.28,1.05972,1167.33,19630.66,1.15176,679.75,9298.41,0.98949,2851.17
"36,417","39,435",8.3,96077.11,1.05672,74.33,11631.97,1.07159,1546.58,20669.09,1.22444,425.83,10745.32,1.13864,5215
"46,380","49,094",5.9,86087.9,1.1135,7.75,12318.74,1.00429,280.33,17389.38,1.10208,123.92,12005.59,1.09449,1494.67
"40,633","43,585",7.3,*,*,*,12893.58,0.91523,157.83,26749.25,1.04681,83.42,12550.87,1.00571,915.58
"45,703","49,591",8.5,81218.3,1.00401,204.42,10332.73,1.02495,4106.25,17212.44,1.06803,1264.92,8767.89,1.00513,17679.08
"45,900","48,134",4.9,*,*,*,14485.75,0.95271,242.25,19779.98,1.02748,158,12169.48,0.96889,1463
"34,882","38,424",10.2,66790.5,0.80369,8.92,13417.8,0.90285,224.58,22048.21,0.95456,125.25,11723.51,0.88447,1222.25
"37,241","41,726",12.0,65590.19,0.94714,17.83,10542.44,0.9292,573.67,20731.89,1.0998,197.08,10959.9,1.03949,2581.75
"41,931","45,715",9.0,63018.8,0.96339,10.67,8746.08,0.93496,217.33,12439.22,1.03777,88.75,8666.82,0.98847,1052.75
"33,430","36,800",10.1,*,*,*,13482.26,0.78387,90.75,15266.73,1.00721,65.25,10001.83,0.93469,708.83
"50,637","56,930",12.4,98129.96,1.14808,9.33,7447.81,0.87223,164.08,17233.58,1.07626,67.17,8190.21,0.95103,917.67
"40,891","44,142",8.0,82135.84,1.04126,45.42,9663.3,0.95642,1073.83,14503.15,1.00818,595.67,8236.84,0.96104,4123.17
"35,728","38,446",7.6,*,*,*,9981.9,0.95767,458.5,19202.6,1.12812,197.08,10149.54,1.05667,1137
"35,263","38,593",9.4,87235.89,0.99209,752.25,13111.44,1.13427,8597.92,20314.92,1.12684,3131.25,10871.76,1.03482,37055.33
"46,644","49,915",7.0,75852.3,1.0195,93.5,11969.12,1.13698,2029.17,17902.76,1.11261,790.5,9941.41,1.07382,9486.08
"39,842","41,265",3.6,83155.98,1.03499,143.42,11807.09,1.09645,3415.25,23441.97,1.29654,918.25,10777.58,1.13967,11448.42
"44,193","46,665",5.6,74462.71,1.04741,29.92,12337.86,0.98526,604.5,27157.06,1.07938,181.33,10752.34,0.95748,3719.25
"37,599","40,141",6.8,.,.,.,12885.21,0.86214,75.92,14543.97,1.08643,52.33,10789.52,1.0665,600.17
"37,209","41,419",11.3,87542.47,1.04375,34.58,10608.85,1.04442,656.83,15170.24,1.06892,207.33,8967.53,1.04718,2133.25
"36,383","39,088",7.4,92376.41,1.00459,29.5,12845.63,1.03939,498.17,23781.11,1.15977,189,11208.45,0.99792,2900.58
"42,782","46,053",7.6,80095.8,0.92467,23.5,11716.55,0.99075,526.58,18582.46,1.05543,248.5,8803.91,0.95805,2635.42
"35,094","37,596",7.1,89150.04,1.11012,10.42,11645.28,1.04418,229.5,15083.54,1.11891,108.25,8787.91,0.98812,1245.5
"35,602","38,514",8.2,72968.53,0.97594,33.08,12940.87,1.09557,994.25,23838.2,1.29582,272.25,11218.18,1.17728,3284.25
"42,511","45,097",6.1,85076.14,0.96355,15.5,11024.66,0.96666,318.08,19817.41,1.02886,172,10034.88,0.99201,1709
"39,614","43,234",9.1,88988.77,1.05084,9.67,12453.26,0.95767,326.17,26452.56,1.26378,172.83,12251.92,0.9935,1848.67
"39,106","43,802",12.0,53986.44,0.93159,15.58,11139.97,1.03805,340.17,20684.76,1.01981,136,10032.67,1.01141,1163.67
"29,020","31,657",9.1,93935.19,1.136,11.83,10056.37,0.98711,361.08,25120.61,1.05217,161,10905.48,0.95566,2298.25
"41,152","44,838",9.0,112787.28,1.0446,10.42,10908.6,0.96032,442.25,15662.96,1.09524,213.17,8840.38,1.023,1332.67
"36,166","39,546",9.3,*,*,*,9795.93,0.9852,216.75,19872.44,1.16106,84.25,11137.11,1.05271,1034.92
"36,105","39,120",8.4,80571.73,0.9299,38.58,9614.53,0.95341,927.08,18952.66,1.09477,372.17,9881.05,0.9829,3385.08
"41,063","44,348",8.0,*,*,*,13787.6,1.00256,77.92,25804.18,1.10314,58.92,9932.15,0.87964,475.33
"32,105","35,568",10.8,82826.92,1.208,8.58,10371.78,0.97202,480.83,15303.28,1.01334,226,9463.14,0.99178,2332.75
"37,824","41,385",9.4,*,*,*,10550.42,0.99974,227.83,18746.53,0.95669,86.25,9343.63,0.99887,1262.33
"38,417","43,446",13.1,*,*,*,11620.57,0.97194,185,16539.73,0.95279,91.25,9109.85,0.96694,1178.75
"41,106","43,467",5.7,107993.52,0.91279,10,10368.84,0.97003,283.5,19106.75,1.15751,137.33,9953.69,1.01564,1216.92
"41,856","46,685",11.5,82257.97,0.95191,12.25,9030.22,0.88294,510.58,16361.24,1.13209,237.83,8659.23,0.94163,2769.92
"41,617","44,776",7.6,70417.55,1.00645,31,9592.84,0.96354,616.75,15401.11,1.04866,362.08,8305.71,0.93072,1494
"37,247","43,079",15.7,82202.57,1.036,55.42,9716.83,0.9524,944.67,19701.41,1.07173,394.58,9504.84,1.02294,5034.5
"39,711","42,442",6.9,90791.27,0.97494,10.25,13341.42,0.99943,321.17,16409.4,0.87228,192.5,10668.7,0.95644,2505
"33,241","37,241",12.0,*,*,*,11178.8,1.00782,202.58,20683.58,0.98354,61.42,9153.79,1.04346,1076.67
"46,003","49,948",8.6,*,*,*,7451.89,0.93202,233.5,18472.38,0.96313,106.17,8142.8,0.9583,1040.67
"33,351","36,728",10.1,87958.16,1.03356,27.67,9531.52,1.03109,672.83,15914.42,1.10017,336.75,8720.85,0.97597,1214.92
"36,126","40,570",12.3,74573.67,1.02268,18.75,9602.47,0.983,427.33,21887.42,1.14571,184,10023.55,0.99369,2428.17
"42,747","45,738",7.0,70146.9,1.02433,34.17,10984.32,0.98428,839.42,15085.38,0.99632,382.75,9003.58,1.00524,3771.67
"37,712","40,827",8.3,84941.53,1.00866,41.58,10722.35,1.01578,1006.08,21749.4,1.16343,400.25,10331.41,1.08139,3664.25
"39,464","42,213",7.0,75145.37,0.93692,10.42,10581.21,0.92323,366.42,23561.97,1.14721,144.83,10106.73,0.9971,1766.83
"36,936","40,344",9.2,77466.34,1.01352,59.92,13323.86,1.07829,842.67,24103.05,1.15748,253.08,10519.77,0.97751,7511.33
"58,704","60,838",3.6,75929.1,1.03642,20,10948.57,1.05342,489.5,17919.25,1.23442,198.75,9092.44,0.97813,1880.67
"36,178","38,301",5.9,84898.63,1.04094,34.08,9968.27,0.97497,769.75,15624.08,1.09646,255.33,9555.47,1.06897,2725.42
"41,300","43,973",6.5,*,*,*,13457.97,0.9959,108.17,21241.1,0.94981,70,11597.21,0.98527,707.25
"36,103","39,446",9.3,*,*,*,8607.89,0.88382,221.5,17246.61,1.05511,86.75,9320.71,0.93735,1418.92
"40,326","44,503",10.4,98914.52,1.14698,28,11280.97,1.03594,539.42,22850.48,1.08259,217.67,10740.23,1.01086,2192.58
"38,661","43,507",12.5,61205.05,0.94163,19.25,11922.71,0.99812,373.33,25096.24,1.08784,133.5,12001.99,1.0337,2000.17
"42,782","45,644",6.7,*,*,*,7738.89,0.91833,254.58,15715.92,1.05047,133,10654.12,1.02987,788
"36,189","40,045",10.7,92672.61,1.05841,9.5,11621.98,1.02604,497.75,19027.47,1.13526,317.33,8985.09,1.00099,1329.83
"37,947","42,565",12.2,83009.24,1.03514,207.67,12664.68,1.05451,3415.75,20764.06,1.1512,1096.58,10593.15,1.08462,23485.58
"55,706","58,134",4.4,*,*,*,9467.3,0.92252,225,22441.33,1.04211,94.33,12127.89,1.05845,1103.67
"31,316","34,466",10.1,83134.33,1.00391,74.75,11250.97,1.07734,2000.25,18908.17,1.18237,728.08,9868.07,1.12466,5166.5
"41,160","44,215",7.4,87090.72,1.03719,1215.17,12389.86,1.11328,10181.42,18381.07,1.11315,4971.58,10155.31,1.06413,67865.67
"35,222","37,971",7.8,86410.72,1.02577,516.17,12392.81,1.17225,5099.58,17212.56,1.13554,2864.42,9702.93,1.07473,9002.25
