Income_2019,Income_2020,Percent_Change_2020,Per_Capita_Exp_ESRD,Avg_Risk_Score_ESRD,Person_Years_ESRD,Per_Capita_Exp_DIS,Avg_Risk_Score_DIS,Person_Years_DIS,Per_Capita_Exp_AGDU,Avg_Risk_Score_AGDU,Person_Years_AGDU,Per_Capita_Exp_AGND,Avg_Risk_Score_AGND,Person_Years_AGND
"41,580","44,867",7.9,56414.56,0.98544,11.5,10063.35,0.82944,217.5,12326.98,0.84564,112.42,9346.79,0.85097,2587.58
"50,096","54,556",8.9,76437.57,1.02059,93,10327.42,1.05687,1615.42,14953.15,0.96738,755.5,9364.47,0.98324,8061
"43,943","46,975",6.9,*,*,*,9734.63,0.97228,96.58,13368.32,1.06527,54.83,10358.07,1.01893,949.17
"41,759","45,956",10.1,*,*,*,12620.67,1.00763,211.08,16516.95,1.06689,140.5,11471.64,1.04078,2063.58
"47,573","48,666",2.3,67498.41,0.91055,16.58,12819.31,1.00186,344.33,20703.49,0.92035,162,11170.44,0.95882,1673
"42,470","45,635",7.5,*,*,*,12067.85,0.83666,141.58,23611.81,0.82205,88.33,13794.97,0.99149,1116
"39,916","45,567",14.2,79571.36,0.98082,13.75,12376.54,0.98736,317.75,17871.57,0.82559,176.17,10449.62,0.99399,1734.67
"38,631","42,396",9.7,*,*,*,12789.21,0.82197,115.17,27999.75,1.08159,53.92,13510.66,0.91145,780.42
"44,905","51,763",15.3,88320.45,1.07814,19.75,12636.65,0.86458,621.08,20290.84,0.9489,268.67,11696.28,0.94105,3770.17
"49,043","51,237",4.5,77086.43,1.09719,18,12196.68,0.98677,274.17,17071.96,1.06596,158,8771.59,0.98329,1758.25
"41,958","45,653",8.8,83641.76,0.97456,9.75,11270.08,1.01152,235.42,19336.28,0.96904,136.17,11562.84,0.99556,1404
"45,399","48,769",7.4,75762.25,0.90248,46.5,11132.46,0.9845,770.58,20520.15,1.12886,299.83,9377.3,0.95986,6380.33
"47,729","49,703",4.1,*,*,*,10137.58,1.0985,37.58,14293.85,0.83626,29.42,10238.11,0.871,386
"53,672","63,086",17.5,*,*,*,8547.83,0.81543,115.33,17779.02,0.93666,54.58,11485.42,0.90745,572.83
"39,345","42,504",8.0,86993.65,1.22348,24.67,10981.89,0.9606,543.67,22319.07,1.09879,217.83,10900.9,1.09404,2186.67
"42,630","48,048",12.7,.,.,.,24834.13,0.95184,39.75,16608.11,0.64441,34.83,16061.9,0.88482,501.33
"45,782","56,260",22.9,*,*,*,13875.57,0.87001,31,23120.14,0.86968,20.75,18403.8,0.97031,327.08
"53,878","58,136",7.9,*,*,*,12649.5,0.90981,133.67,29032.46,1.06794,92.42,10474.38,0.89298,1389.75
"43,108","47,886",11.1,*,*,*,10457.87,0.81806,219.83,19184.36,0.98448,124.5,11705.46,0.89383,1436.08
"38,962","44,057",13.1,57283.83,1.05227,10.58,11286.05,0.96142,200.83,18865.71,0.87422,83.33,9464.47,0.92878,1350.58
"51,433","56,637",10.1,*,*,*,11348.75,0.97808,35.17,21341.47,1.01252,27.5,14075.72,0.92448,288
"41,773","48,194",15.4,62398.1,0.97599,37.92,8939.79,0.91788,664.08,19935.61,0.96354,302.5,9548.61,1.01246,4396.08
"39,547","42,623",7.8,79784.5,0.99193,30.25,10324.92,1.01626,842.42,18049.49,1.03299,352.33,10007.07,0.99759,4066.25
"39,049","42,668",9.3,*,*,*,11450.27,0.88087,63.42,27164.41,0.84152,44.08,15009.77,0.94546,495.75
"44,564","54,249",21.7,60918.33,0.86926,19.08,10684.61,0.86767,415.17,18890.52,0.90785,196.08,10568.45,0.92397,2779
"42,596","46,708",9.7,*,*,*,13111.51,1.12343,147.17,23993.35,1.08724,67.58,10632.72,1.0121,1026.25
"42,529","46,313",8.9,81992.36,0.93982,59.83,11477.87,0.88682,1167.17,17302.79,0.90959,356.33,8743.3,0.86989,9491.58
"46,612","49,290",5.7,*,*,*,14825.98,0.94096,56.5,18612.58,0.81181,34,13133.57,0.9408,472.92
"51,294","61,594",20.1,*,*,*,10891.88,0.91672,69.58,21255.23,1.00486,43.33,9517.79,0.97193,511.75
"39,408","42,831",8.7,73941.64,1.0002,18.58,10282.79,0.99659,488.08,18944.11,1.02872,201.33,10337.61,0.97285,3381
"46,980","50,491",7.5,*,*,*,15375.94,1.09291,117.17,24703.2,0.9915,56.92,12543.2,0.88748,956
"43,841","45,169",3.0,74869.57,0.92351,35.08,10381.05,0.95951,438.5,19146.38,0.96288,217.67,9832.93,0.95694,2263.75
"41,216","44,599",8.2,75205.5,0.9096,34.5,10695.61,0.99809,364.17,16119.2,0.992,224.25,9526.1,1.03376,2180.08
"38,753","43,865",13.2,89213.51,0.99932,21.33,13173.75,1.02113,471.42,21494.09,1.06508,209.25,10973.42,1.00169,3088.33
"43,532","46,307",6.4,76161.02,0.95469,20.25,10107.34,1.01188,464.42,17235.25,0.97045,161.5,9460.11,0.99216,2087.58
"46,393","48,695",5.0,*,*,*,14972.16,0.82356,32.25,25464.97,1.31329,25.33,16061.72,1.19703,461.75
"55,480","63,850",15.1,*,*,*,13861.42,1.09445,65.83,27065.7,0.89309,44,15081.91,1.03141,476.67
"49,894","55,636",11.5,*,*,*,10939.99,0.78406,78.42,19194.24,0.89241,65.92,9907.94,0.84727,678.17
"41,606","43,389",4.3,*,*,*,11018.46,1.03187,49.42,13718.96,0.97981,42.25,8851.97,0.95659,648.42
"59,155","64,323",8.7,.,.,.,7108.44,1.0355,14.17,15026.15,0.83796,17.58,12950.74,0.93724,205.08
"60,821","83,743",37.7,*,*,*,8763.17,0.87781,193.58,22214.33,0.94705,78.08,11050.46,0.92843,1048.17
"41,624","46,373",11.4,.,.,.,9542.46,0.7862,36.67,43824.26,1.11805,12.92,14041.56,0.95391,248.92
"53,795","72,299",34.4,*,*,*,10841.05,0.86405,115.17,26143.79,1.03289,70.67,11424.12,0.90906,946.83
"51,444","57,680",12.1,71760.42,0.91188,31.42,12891.36,1.02617,481.42,19630.95,1.10603,271.17,9836.34,0.99405,4076.58
"44,381","47,580",7.2,*,*,*,13834.76,1.21697,32,26505.14,0.82432,46,11997.59,0.8861,377.67
"53,293","62,329",17.0,*,*,*,16780.18,0.98481,30.25,12013.78,0.93895,12.17,15228.12,1.02769,316.25
"55,828","65,216",16.8,*,*,*,11275.76,0.85218,226.33,18108.99,0.95896,75.42,10537.9,0.97221,1607.92
"43,615","47,644",9.2,*,*,*,13782.44,1.09028,279.92,19568.85,1.08778,97.25,9072.67,0.98428,1947.42
"46,591","49,792",6.9,*,*,*,9489.08,0.68897,71.25,16641.24,0.81185,45.83,12456.34,0.91859,596.33
"48,311","56,799",17.6,82944,1.0279,279.58,12331.57,1.03352,3534.08,20251.47,1.06143,1382.75,10310.97,0.95154,44656.83
"78,728","81,020",2.9,*,*,*,7452.69,0.813,61.42,19800.39,1.0824,30.33,10664.47,0.91874,412
"50,533","60,667",20.1,*,*,*,12072.87,1.01655,162.58,20633.19,0.99681,71,11850.34,0.97992,1210.42
"43,106","48,832",13.3,*,*,*,13673.4,0.98491,57.83,10097.86,0.9512,26.17,9933,0.90253,407.58
"41,216","51,912",26.0,78444.81,1.04983,32.17,9408.15,0.8734,682.25,18435.11,0.99174,258.83,9201.09,0.95193,2394.42
"42,606","46,796",9.8,*,*,*,16540.4,1.032,29.5,36939.25,1.03149,13.08,14026.75,0.94713,328
"63,880","69,724",9.1,81337.04,1.02489,68.75,12793.12,1.08531,767.5,26654.84,1.22217,214.5,10540.85,1.0692,6749.58
"44,445","46,742",5.2,*,*,*,11402.34,0.92043,79.67,27374,0.67963,32.33,14661.99,0.95623,545.83
"46,040","54,756",18.9,*,*,*,10271.22,0.95708,206,22158.96,1.02678,73,10083.59,0.95397,1059.67
"41,329","45,515",10.1,*,*,*,12578.09,1.01963,46.42,19848.93,0.95092,17.08,13834.68,0.96795,457.92
"48,342","58,592",21.2,82298.77,0.95927,27.83,10422.04,0.99646,609.75,18969.62,1.0495,263.25,10155.28,0.9621,3627.25
"39,896","44,157",10.7,73161.03,0.83693,8.83,12172.3,1.01286,404,18686.13,0.92367,235.83,9627.42,0.93801,3912.75
"52,871","55,947",5.8,65155.28,1.03579,9.17,11637.21,0.89979,224.75,16109.17,0.9469,129.42,10485.12,0.92659,2081.5
"42,134","46,843",11.2,*,*,*,12977.69,0.86854,209.75,19725.75,0.93952,112.67,10819.13,0.9604,1677.33
"42,940","48,437",12.8,*,*,*,11389.47,0.86686,46.67,17179.12,0.84579,32,12391.53,0.89439,567.67
"59,202","67,486",14.0,97848.1,1.06534,23.58,12287.49,0.93511,531.83,20059.67,1.0757,156.08,10008.45,0.96223,3027.25
"50,184","53,526",6.7,*,*,*,11320.93,0.79389,76.08,21833.71,0.99712,67.67,9950.22,0.91534,1046.5
"61,496","70,316",14.3,78585.63,0.93054,33.83,10661.75,0.96305,883,18131.64,1.05535,387.08,8904.42,0.92741,3888.17
"37,622","40,841",8.6,*,*,*,12268.64,1.00691,110.33,24428.05,0.93352,59.33,10093.16,0.92689,970.92
"45,012","51,167",13.7,*,*,*,15664.11,0.90894,49.92,29142.48,0.97762,22.75,10418.37,0.90225,381.83
"42,126","49,035",16.4,*,*,*,12735.04,0.89218,152.25,17500.98,0.89083,96.17,12034.43,0.91521,1534.5
"50,709","57,969",14.3,80596.12,1.01703,23.58,11685.25,1.01408,372.75,24522.94,1.01865,218.42,10650.5,0.94898,2164.33
"40,964","44,751",9.2,*,*,*,8665.63,0.8064,45.17,24437.91,1.10516,20.67,13801.8,1.06563,584.25
"54,381","60,791",11.8,*,*,*,11121.25,0.8336,95.75,17180.53,0.93004,48.5,11817.46,0.98406,786.08
"41,323","48,656",17.7,91593.37,1.10698,11.75,12427.82,1.00898,343.75,22337.34,1.18767,89.58,10688.62,1.07513,1913.33
"42,907","47,130",9.8,.,.,.,12344.55,0.82171,70.67,18713.61,1.14021,52,11925.51,0.99816,634.67
"47,061","51,497",9.4,*,*,*,9925.89,0.93763,122.83,22156,1.02756,43.42,10512.1,0.89642,916
"41,724","46,244",10.8,*,*,*,17025.39,1.03718,138.42,19587.93,0.99939,70,14516.23,0.98082,865.92
"42,043","45,468",8.1,*,*,*,10777.04,0.9437,114.83,25983.65,0.92919,59.17,14129.99,0.96878,944
"54,479","59,484",9.2,71167.29,1.0044,15.83,10543.01,0.99307,285.42,20647.2,0.92579,119.67,10722.14,0.96418,2361.42
"53,487","57,035",6.6,*,*,*,8794.65,0.91373,193.83,20037.05,1.07019,86.42,9837.05,1.02339,1464
"48,718","53,421",9.7,*,*,*,21281.37,1.17421,44,35830.77,0.99291,24.42,16263.49,0.91354,507.42
"56,351","69,786",23.8,67236.13,0.97464,66.75,11116.74,0.97728,1384.92,19876.87,1.05428,613.17,9413.27,0.95568,8744
"41,805","45,089",7.9,*,*,*,10833.8,0.6924,80.67,22508.94,0.8182,62.17,13505.72,0.9205,799.67
"42,880","47,678",11.2,66359.47,0.95388,12,12168.68,0.82963,204.5,23111.74,0.81828,83.25,10751.34,0.89799,1396.58
"43,831","46,852",6.9,79921.59,1.08668,39.67,10532.5,0.98213,610.5,13921.34,1.04071,240.67,9052.08,0.98571,5013.58
"43,570","46,108",5.8,*,*,*,13240.55,0.93215,115.67,21344.91,1.12619,64.25,11604.08,1.09716,793.17
"39,050","45,289",16.0,*,*,*,11359.37,0.83517,81.17,18811.06,0.97564,36.08,11939.89,0.99541,556.83
"51,318","59,414",15.8,*,*,*,13972.14,0.92999,198,20015.63,0.99186,97.17,12972,0.95626,1202.92
"46,055","49,781",8.1,81493.48,0.97059,60.17,11732.76,1.0115,1281.83,19825.61,1.07506,417.25,9538.62,0.93175,6953.33
"51,219","53,147",3.8,*,*,*,19713.16,1.05491,64.92,23941.33,1.0587,41,14187.27,0.87713,739.08
"52,615","58,451",11.1,77934.89,0.95554,417.67,11037.09,0.97943,6166.25,15559.53,0.97164,2253.17,9496.84,0.96422,41110
"53,263","55,122",3.5,104963.14,0.99275,15.08,13402.19,0.95182,233.33,18961.6,0.87687,172.92,9824.01,0.88693,1220.92
"37,214","41,839",12.4,88739.98,1.05304,166,11840.46,1.08481,3366.17,19766.12,1.18174,975.25,10295.1,1.04186,19433.17
"47,495","51,008",7.4,*,*,*,9386.18,0.81257,35.75,17581.43,1.02243,21.67,13556.16,1.09932,450
"46,978","56,134",19.5,*,*,*,13386.7,0.77424,133.42,20015.67,0.92998,77.83,14048.61,0.88584,840.75
"41,364","48,809",18.0,*,*,*,11347.07,0.92214,91.17,21052.76,0.97285,41,14617.49,0.92634,792.92
"46,726","56,231",20.3,*,*,*,14029.45,0.91566,73.08,22815.5,0.93361,40.08,11306.12,0.92227,672.5
"46,008","49,991",8.7,.,.,.,37635.8,1.63185,10.5,23795.97,0.62163,20.42,11105.58,0.89648,214.75
"69,728","85,360",22.4,*,*,*,13404.78,1.02414,54.83,15959.52,0.90477,40,11668.57,0.94184,544.25
"44,013","50,989",15.8,82413.59,1.06311,16.75,9353.61,0.89201,369.67,16041.15,0.96126,155.67,9333.65,0.90558,2721
"41,457","45,362",9.4,*,*,*,13249.6,0.85817,128.17,32932.74,1.08385,50,11742.64,0.96641,1044.25
"47,126","50,599",7.4,*,*,*,18141.87,1.01221,58.5,22978.6,0.95513,37.25,16098.68,1.05848,538.42
"48,789","56,758",16.3,*,*,*,12780.29,1.19121,105.5,21150.95,1.16999,44.92,9577.14,0.94727,921.75
"51,977","55,142",6.1,*,*,*,3391.54,0.712,20.08,19890.09,1.1179,14.33,14287.25,0.98103,261.17
"51,437","59,431",15.5,*,*,*,17723.23,0.73523,31.83,25304.93,0.86806,28,15900.01,0.79321,315.33
"60,081","58,891",-2.0,*,*,*,10982.06,1.03043,312.25,23929.94,1.17787,129.67,11435,1.04056,1406.75
"41,246","45,110",9.4,*,*,*,13790.67,0.91426,75.83,17551.31,1.1002,49.67,8938.36,0.85887,482.33
"38,265","42,420",10.9,84989.43,1.01903,250.5,12741.98,1.14251,1795.42,21735.46,1.14951,599.17,11062,1.11496,6850.08
"33,693","36,422",8.1,71971.01,0.91144,19.75,9199.67,0.9011,567.75,17515.25,0.91458,361.42,9670.71,1.01827,1594.25
"33,442","37,409",11.9,*,*,*,8971.44,0.95405,537.17,17395.22,1.03776,155.92,11174.6,1.05005,1565.42
"34,703","37,077",6.8,*,*,*,11114.81,0.96382,290.67,19131.5,1.04884,101.92,9596.86,1.05099,1305.58
"39,315","42,309",7.6,*,*,*,11488.56,1.01504,177.33,21150.69,1.16742,57.5,10355.92,1.14899,742.42
"41,576","45,690",9.9,84156,1.02399,42.83,9890.28,0.99158,1131.67,16195.26,0.99314,588.83,10665.04,1.01903,3762.33
"37,317","40,241",7.8,78729.37,1.08891,11.5,10116.49,0.96465,299.25,16853.91,0.98638,202,10250.86,1.04336,716.58
"30,954","34,299",10.8,95680.63,1.02823,24,9452.62,0.91848,1194.83,16200.9,0.9633,637.25,10195.45,1.09482,1708
"32,028","37,095",15.8,93775.02,1.06366,68.83,11562.29,1.02721,1110.58,24686.77,1.17001,306.58,11049.71,1.08026,7134
"50,245","53,445",6.4,70110.19,1.08483,15.17,10312.47,0.96226,278,12100.1,0.94459,138.83,9965.66,0.99073,1342.5
"49,887","51,145",2.5,94832.85,1.08444,49.67,10877.87,1.03885,1313.08,17899.15,1.08319,384.75,11066.33,1.16207,3907.92
"39,064","42,757",9.5,63276.37,0.94615,22.75,10066.97,0.90116,696.08,17167.31,0.90316,328.5,10088.2,0.96353,2533.08
"39,831","43,226",8.5,*,*,*,8919.86,0.95763,216.83,15136.14,0.99414,90.92,8900.91,0.95993,615.42
"37,799","41,421",9.6,88595.47,1.15299,14.92,7558.66,0.94548,652.33,16357.65,0.99971,308.67,8557.94,1.15099,695.83
"31,692","35,222",11.1,113576.55,1.1161,9.67,9977.8,0.88753,487,13299.94,0.81827,286.17,10063.44,1.01651,1953.33
"35,521","39,121",10.1,79066.94,1.00119,58.17,10287.81,0.96685,1074.92,17207.29,1.10112,220.42,10626.55,1.07841,5751.58
"43,527","46,834",7.6,*,*,*,11689.79,1.01375,331.92,16934.99,1.06522,158.58,10275.34,1.09389,905.25
"35,840","39,306",9.7,83292.06,0.85838,14.83,9186.48,0.8453,341.58,16421.23,0.84187,139.92,10653.55,0.97689,1242.17
"35,646","40,176",12.7,75495.61,0.98099,31.83,9288.73,0.95805,624.33,16828.29,0.99152,248.75,10036.26,1.04671,3073.5
"38,546","42,036",9.1,82233.92,1.04211,56.42,11252.99,1.04447,950.83,17835.94,1.0805,333.83,11147.36,1.06666,5629.33
"51,621","55,115",6.8,*,*,*,10479.31,0.94922,139.42,16018.79,0.97004,46.25,11304.95,0.99703,499.75
"43,968","46,005",4.6,*,*,*,10697.64,0.89412,212.92,22333.94,1.02686,102,10428.11,1.06665,733
"37,994","41,578",9.4,78428.55,0.98834,24.58,9800.59,0.96068,730.17,17095,0.97789,383.17,10343.18,1.14121,1783.25
"31,838","36,134",13.5,90062.77,0.99776,13.58,9939.09,0.89723,519.08,17811.34,0.89483,392.75,10943.89,0.97088,1338.33
"32,161","36,825",14.5,76915.01,1.03844,77,11022.92,0.94128,1477.75,16478.89,0.95309,624.67,10328.9,1.05605,4292.83
"38,150","41,809",9.6,67697.54,0.99332,25.17,10840.61,0.9707,626.33,16710.83,1.0562,227.17,9479.4,1.02214,2525.33
"40,588","44,012",8.4,64631.31,0.93354,13,9609.74,0.91049,804.75,14413.85,1.01237,446.58,10027.14,1.07479,919.92
"29,956","34,389",14.8,*,*,*,9776.71,0.86129,379.25,19878.95,0.86556,307.67,10473.51,0.95906,718.58
"34,470","39,474",14.5,*,*,*,9373.99,0.84167,257.67,19534.35,0.85309,118.42,10821.29,0.95915,990.33
"36,023","39,704",10.2,*,*,*,10088.67,0.83381,262.67,18417.08,0.87133,199.83,11151.61,0.94703,595.42
"39,701","46,156",16.3,79840.46,0.97961,54.08,11460.14,1.04666,1941.67,20501.16,1.08954,653.83,10373.97,1.10839,8713.25
"42,708","46,394",8.6,*,*,*,9327.24,1.00607,331.83,17777.24,1.08086,173.75,9712.01,1.03174,1058
"34,947","37,853",8.3,*,*,*,8031.09,0.90718,193.42,16281.96,0.86998,134.33,11404.59,1.13484,305.67
"23,319","27,154",16.4,69745,0.96362,15.08,8175.96,0.83924,525.75,13874.86,0.8838,337.17,9123.68,1.02473,1130.67
"32,896","36,458",10.8,79091.89,0.99268,190.5,10985.95,1.01607,2464.92,16781.38,1.0361,1046.75,9754.85,1.0015,15189.17
"52,888","56,482",6.8,79573.27,1.00678,14.58,9317.39,1.02666,390.5,16407.93,0.97426,252.83,9516.71,1.02417,1102.25
"34,269","38,609",12.7,78715.01,1.08899,37.08,9288.1,0.85757,2228.42,16634.59,0.96374,628.75,10093.79,1.13664,2693.08
"36,589","39,909",9.1,69896.85,0.9812,55.58,11054.2,1.04022,1994,22818.81,1.22406,1202.5,11756.92,1.06493,2485.83
"43,203","46,755",8.2,74113.13,1.02475,15.08,10377.3,0.92003,268.17,20769.33,0.95244,113,10723.09,1.10962,619.58
"32,318","35,844",10.9,*,*,*,11408.38,1.04131,107.08,18364.55,1.1899,47.92,11389.71,1.15953,282.83
"34,869","38,764",11.2,81129.8,0.91788,12.42,9963.92,0.89185,424.25,16518.88,0.92383,209.33,9201.15,0.98706,1337.75
"36,992","40,329",9.0,83462.04,1.05563,28.67,10634.69,1.03112,513.58,21842.39,1.17412,131.08,10915.18,1.10494,1420.83
"38,185","41,934",9.8,97127.35,1.02325,18.58,10894.89,0.96525,874.5,20227.95,1.04024,368,10542.43,1.094,2972.33
"39,257","42,632",8.6,59876.97,1.04041,14.75,10858.28,1.00924,649.17,21870.44,1.05379,311.25,10634.29,1.12313,2041.08
"35,283","39,577",12.2,75012.5,1.01682,13.42,11102.57,0.99204,294.83,19876.47,0.93582,201.33,11279.42,1.03324,970.42
"35,209","39,385",11.9,83685.43,1.03577,35.83,11357.82,1.02087,1039.08,18996.62,1.02889,374,11926.32,1.16682,3595.33
"40,705","44,283",8.8,*,*,*,15334.72,1.07601,171.92,16386.82,1.02767,64.67,10569.63,1.04962,850.58
"39,821","42,781",7.4,85160.32,1.00043,96.17,10197.15,0.95291,1733.17,20111.52,1.0873,468,9925.89,1.09676,8081.08
"44,708","48,193",7.8,78388.18,0.9754,28,7931.28,0.84274,1460.42,16665.44,0.91092,577.08,9407.84,1.08781,2123.58
"30,406","34,304",12.8,111389,1.17144,8.67,9477.98,0.98767,362.33,16035.92,0.87261,162.33,10109.9,0.99028,1352.17
"37,622","41,120",9.3,93061.02,0.99256,14.67,9233.01,0.86155,517.33,16329.73,0.97154,240,9559.01,1.04018,1436.83
"34,111","36,774",7.8,82797.49,1.0134,48.67,10950.19,0.99099,787.42,18611.78,1.00353,313.58,10915.16,1.02294,3516.58
"41,157","45,247",9.9,88391.73,0.98123,8.58,10687.46,0.95355,242.17,16484.37,0.94024,112.33,9569.79,1.0484,1035.25
"41,062","44,800",9.1,*,*,*,12785.37,1.08257,144.75,17855.14,0.98291,89.5,11864.69,1.12697,480.67
"41,845","42,155",0.7,78405.4,1.00936,50.17,9677.85,0.99261,1256.5,19913.92,0.98869,429.67,9612.94,1.02499,3963.67
"40,078","42,536",6.1,72919.74,1.10271,10.42,8115.26,0.83258,512.08,12958.21,0.89154,308.42,7133.52,0.99068,795.5
"30,843","34,343",11.3,79115.36,1.01085,736.42,11268.15,1.02967,8140.67,17167.63,1.02618,2718.42,9917.05,1.02884,53799.75
"53,360","57,290",7.4,76519.96,0.98649,29.17,10796.6,0.9646,622.92,19295.8,1.06575,219.67,9241.82,0.99104,2910.17
"48,173","51,543",7.0,92838.16,1.13294,26.75,9795.08,0.92223,994.42,18094.41,1.0624,378.58,10004.01,1.20945,1603.58
"33,813","37,208",10.0,93824.9,1.05753,112.75,12197.74,1.07439,1701.58,17421.98,1.04825,570.75,11662.02,1.11466,9333
"58,804","63,533",8.0,72798.85,1.00557,11.83,9611.24,0.8944,698.58,14123.7,0.9953,293.17,9918.24,1.0912,973.17
"32,172","36,448",13.3,82446.47,1.03175,28.75,8587.42,0.86699,1406.5,15229.42,0.9731,826.58,9379.19,1.08387,1996.17
"30,709","35,312",15.0,62473.67,0.97529,10,7685.86,0.86757,342.17,20245.47,0.91899,135.42,10071.88,1.03796,1284.83
"37,766","41,291",9.3,76194.02,1.06942,46.08,9179.9,0.94971,1904,14385.01,0.99023,819.5,9426.68,1.06249,4157
"33,602","37,362",11.2,94063.88,1.00472,10.75,10034.94,0.90536,622.5,13120.51,0.93268,262.33,10183.92,1.13273,1041
"31,541","34,590",9.7,102678,1.00632,8.67,8455.98,0.8277,322.25,16967.28,0.93336,208.08,9516.41,1.02459,464
"28,856","32,876",13.9,102944.52,0.89702,9.58,7082.95,0.85038,455.17,17517.33,1.03908,261,10434.58,1.14676,620.25
"31,744","35,932",13.2,87722.46,1.04777,28.58,8181.26,0.87472,1207.58,15800.9,1.01703,420.58,10251.78,1.12561,1838.67
"31,543","35,818",13.6,*,*,*,10214.31,0.98379,427.92,16141.73,1.02119,260.92,10681.5,1.03724,896.75
"32,115","36,513",13.7,89054.01,0.9477,25.83,8715.52,0.88111,752.67,13776.67,0.93702,433.83,9742.81,0.97647,1876.5
"33,872","37,441",10.5,*,*,*,9349.26,0.84682,280.92,18029.91,0.98672,90.67,11553.27,1.00865,1092.67
"39,641","44,169",11.4,73040.01,1.01388,19.5,8838.05,0.95554,601.92,15976.82,1.00212,295.5,10414.31,1.10526,2657.67
"37,418","40,765",8.9,*,*,*,10524.44,0.84498,194.33,18500.89,0.90184,74,10771.8,0.99127,865.5
"35,856","39,460",10.1,74492.58,0.97655,88.33,10522.28,1.01087,1479.33,18327.16,0.99616,515.33,9921.74,1.04564,6904.33
"47,619","52,296",9.8,99245.16,1.12329,10.33,8830.53,0.92755,759.25,15925.01,0.91016,437.92,9838.9,1.06873,974.83
"26,951","31,370",16.4,89417.2,1.19818,9.67,11504.48,1.14777,219.67,23784.68,1.1784,79.92,11486.83,1.17059,796.5
"39,711","41,707",5.0,78124.96,1.04103,60,9726.21,0.94783,1507.92,16299.45,0.95247,589.17,9210.47,1.01516,4991.08
"36,997","40,275",8.9,89272.77,1.12264,11.58,8873.73,0.88841,615.83,16841.31,0.96209,288.25,8642.85,1.0726,680.5
"34,157","39,470",15.6,64386.23,0.9916,18.92,9816.55,0.96597,461.25,14184.41,0.93466,274.25,9238.22,1.03665,1591.08
"37,396","40,610",8.6,80382.52,0.91152,17.67,10433.28,0.93187,683.25,22829.13,1.01273,215.83,10519.58,1.05577,3518.67
"42,695","46,261",8.4,71501.2,1.08948,13.75,8177.75,0.71376,619.5,15524.53,0.98851,174.75,10670.79,1.13215,712.33
"28,512","32,984",15.7,60836.07,0.956,26.08,9889.07,1.01955,444.58,17166.35,0.95331,247.5,9450.34,1.015,1407.42
"40,268","44,145",9.6,69594.7,1.02575,15.58,9266.41,0.9699,557.67,17312.12,1.02227,123.25,10026.58,1.01791,2160.42
"39,859","43,040",8.0,*,*,*,9378.86,1.02015,224.92,14838.05,1.0192,129.58,10141.73,1.07855,436.83
"33,644","37,592",11.7,72820.52,1.02094,19,9150.67,0.94002,470.92,18552.83,0.98575,222.25,10525.22,1.00183,1706
"37,023","39,945",7.9,*,*,*,10939.77,1.05815,352.83,17310.09,0.93942,204,10502.49,0.99544,736.08
"31,241","34,628",10.8,*,*,*,11098.15,0.88328,394.5,21418.95,0.90841,235.75,11180.81,0.98435,958.25
"35,242","39,461",12.0,85881.56,1.07657,25.75,8693.02,0.96087,648.17,16507.88,1.01193,284.92,9951.4,1.06779,1848.17
"36,140","39,770",10.0,*,*,*,8213.17,0.79535,400.58,14518.22,0.88085,248.17,8915.44,1.00741,649.5
"27,348","30,732",12.4,77705.66,1.03414,42.83,9424.28,0.93053,969.5,17422.33,1.00001,364,9738.65,1.05599,3187.08
"34,740","37,023",6.6,84863.83,0.96694,32.75,10829.48,1.00395,753,14809.51,0.94318,297.92,10334.56,1.03448,3764.08
"44,046","47,852",8.6,66145.77,1.00905,8.75,8018.03,0.88765,193.58,13718.5,1.03524,97.92,10059.02,1.05475,579.92
"34,420","37,934",10.2,95412.13,0.99594,29.17,10670.5,0.93437,379.5,23063.4,1.14618,153.25,9795.12,0.94376,4198.83
"66,002","68,532",3.8,86138.42,1.04276,10.5,9402.42,0.90433,239.75,15655.17,0.98486,104.58,10159.85,1.01638,784.42
"33,300","36,536",9.7,*,*,*,9460.83,0.94364,207,14658.04,0.9337,176,8381.44,0.89997,233.92
"33,966","39,487",16.3,87362.76,1.04408,9.75,12592.81,1.06134,306.25,16528.23,0.99761,78.75,11448.72,1.15897,874.58
"45,918","46,909",2.2,87116.52,1.09265,35.92,8627.43,0.9444,1194,17417.95,1.00603,501.92,10015.28,1.08779,1909.5
"35,367","39,558",11.9,87552.46,1.01957,55.5,8740.02,0.81764,3340.25,19694.53,0.92311,820.67,10936.22,1.07953,4506.92
"35,348","39,062",10.5,116144.9,1.30962,9,7571.47,0.84778,505.83,12558.22,0.8884,218,9448.17,1.0185,729.08
"30,680","34,947",13.9,81250.1,1.00996,57.67,8674.46,0.88606,2180.08,16331.65,0.96663,1001.5,9084.7,0.98405,5521.83
"38,839","42,524",9.5,*,*,*,8246.35,0.89012,60,21244.47,0.86684,30.17,8730.34,0.96713,138
"33,465","38,772",15.9,50546.56,1.00254,7.5,10055.93,0.88524,651.58,15577.95,0.92797,385.83,8425.83,0.96055,1172.58
"33,647","37,428",11.2,61373.75,1.03594,12.5,10038.91,1.0546,556.5,20010.68,1.15358,223.83,10154.34,1.19346,981.83
"31,789","34,847",9.6,61193.53,0.9024,13.33,8606.27,0.90896,605.58,13217.48,0.85448,400.25,9134.89,0.93303,1583.67
